document_id,standard_id,standard_number,search_text
DOC-7D6206A0DBA377AA,MSV1-7D6206A0DBA377AA,IS 4009 (Part 2):1981,"Standard Number: IS 4009 (Part 2):1981
Title: Specification for grease nlpples: Part 2 conical head grease nipples (First Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-B3479AAA8B2D4BAE,MSV1-B3479AAA8B2D4BAE,IS 23:1980,"Standard Number: IS 23:1980
Title: Specification for primary aluminium ingots for remelting for aircraft purposes (Third Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-64AE05A8F0CCAFB6,MSV1-64AE05A8F0CCAFB6,IS 3025 (Part 5):2018,"Standard Number: IS 3025 (Part 5):2018
Title: Methods of Sampling and Test (Physical and Chemical) for Water and Waste Water: Part 5 Odour (Second Revision)
Type: Methods of Tests
Degree of Equivalence: Indigenous"
DOC-5D55E8EF9D021C67,MSV1-5D55E8EF9D021C67,IS 3461:1980,"Standard Number: IS 3461:1980
Title: Specification for PVC asbestos Floor Tiles (first revision)
Type: Product Specification
Degree of Equivalence: -"
DOC-4EDA189AF2D5C600,MSV1-4EDA189AF2D5C600,IS 5341:1980,"Standard Number: IS 5341:1980
Title: Specification for benzyl chloride, technical (First Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-3D6BFB2586E786B0,MSV1-3D6BFB2586E786B0,IS 6134 (Part 5):1980,"Standard Number: IS 6134 (Part 5):1980
Title: Methods of measurement on microwave tubes: Part 5 parasitic noise
Type: Methods of Tests
Degree of Equivalence: Modified/Technically Equivalent"
DOC-7607619A69BB6761,MSV1-7607619A69BB6761,IS 910:1980,"Standard Number: IS 910:1980
Title: Specification for combined key for hydrant, hydrant cover and lower valve (Second Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-387C3FAAE82E6619,MSV1-387C3FAAE82E6619,IS 9493:1980,"Standard Number: IS 9493:1980
Title: Specification for cartons for non - Soapy detergents
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-23A66078F6137842,MSV1-23A66078F6137842,IS 9497:1980,"Standard Number: IS 9497:1980
Title: Method for determination of sodium and potassium (Flame Photometric)
Type: Methods of Tests
Degree of Equivalence: Indigenous"
DOC-CDCDB2E73CC06599,MSV1-CDCDB2E73CC06599,IS 9586:1980,"Standard Number: IS 9586:1980
Title: Specification for silk-worm pupae oil
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-A977D60DFF5060BB,MSV1-A977D60DFF5060BB,IS 9587:1980,"Standard Number: IS 9587:1980
Title: Specification for tamarind kernel oil
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-41681B5DC7B59B3F,MSV1-41681B5DC7B59B3F,IS 9590:1980,"Standard Number: IS 9590:1980
Title: Specification for non - Returnable wooden boxes for horticulture produce
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-2A7CE0E95BF4F1D0,MSV1-2A7CE0E95BF4F1D0,IS 9601:1980,"Standard Number: IS 9601:1980
Title: Specification for sodium silicate for cosmetic industry
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-536C2E91077E8361,MSV1-536C2E91077E8361,IS 9612:1980,"Standard Number: IS 9612:1980
Title: Specification for aluminium tubes for refrigeration purposes
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-C8658DFD0C54BF05,MSV1-C8658DFD0C54BF05,IS 9630:1980,"Standard Number: IS 9630:1980
Title: Recommended practices for production of spheroidal graphite iron
Type: Code of Practice
Degree of Equivalence: Indigenous"
DOC-69571B50A7E63138,MSV1-69571B50A7E63138,IS 9699:1981,"Standard Number: IS 9699:1981
Title: Specification for chisel, dental, large
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-5B4D36B549836777,MSV1-5B4D36B549836777,IS 9719:1981,"Standard Number: IS 9719:1981
Title: Specification for button, press, lift the dot, cloth to metal
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-8EE95E8CC39FD9E6,MSV1-8EE95E8CC39FD9E6,IS 9720:1981,"Standard Number: IS 9720:1981
Title: Specification for button, press, lift the dot, cloth to wood
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-6E44C59DEF902D8C,MSV1-6E44C59DEF902D8C,IS 9721:1981,"Standard Number: IS 9721:1981
Title: Specification for button, press, lift the dot, cloth to cloth
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-76C3208E1B19CB64,MSV1-76C3208E1B19CB64,IS 9724 (Part 1):1981,"Standard Number: IS 9724 (Part 1):1981
Title: Specification for taper male stud tee body (Stud Branch) for oil - Hydraulic couplings: Part 1 made from forgings
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-A41364640633E16A,MSV1-A41364640633E16A,IS 9725 (Part 1):1981,"Standard Number: IS 9725 (Part 1):1981
Title: Specification for male stud tee body (Stud Branch) for oil - Hydraulic couplings: Part 1 made from forgings
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-09865B77AD804971,MSV1-09865B77AD804971,IS 10000 (Part 10):1980,"Standard Number: IS 10000 (Part 10):1980
Title: Methods of tests for internal combustion engines: Part 10 tests for smoke levels, limits and corrections for smoke levels for variable ,speed compression ignition engines
Type: Methods of Tests
Degree of Equivalence: Indigenous"
DOC-0E89BFEBAC52A90B,MSV1-0E89BFEBAC52A90B,IS 10000 (Part 5):1980,"Standard Number: IS 10000 (Part 5):1980
Title: Methods of tests for internal combustion engines: Part 5 preparation for tests and measurements for wear
Type: Methods of Tests
Degree of Equivalence: Indigenous"
DOC-964226842511C20B,MSV1-964226842511C20B,IS 10000 (Part 9):1980,"Standard Number: IS 10000 (Part 9):1980
Title: Methods of tests for internal combustion engines: Part 9 endurance tests
Type: Methods of Tests
Degree of Equivalence: Indigenous"
DOC-E08A1E48382CA8A0,MSV1-E08A1E48382CA8A0,IS 1885 (Part 53):1980,"Standard Number: IS 1885 (Part 53):1980
Title: Electrotechnical vocabulary: Part 53 mica
Type: Terminology
Degree of Equivalence: Modified/Technically Equivalent"
DOC-79A4D65B9009CE25,MSV1-79A4D65B9009CE25,IS 2720 (Part 3/Sec 1):1980,"Standard Number: IS 2720 (Part 3/Sec 1):1980
Title: Methods of Test for Soils: Part 3 Determination of Specific Gravity: Section 1 Fine Grained Soils (First Revision)
Type: Methods of Tests
Degree of Equivalence: -"
DOC-D1B56B2185E75801,MSV1-D1B56B2185E75801,IS 2720 (Part 30):1980,"Standard Number: IS 2720 (Part 30):1980
Title: Methods of test for soils: Part 30 Laboratory vane shear test
Type: Methods of Tests
Degree of Equivalence: -"
DOC-DDF3D24A6D93107E,MSV1-DDF3D24A6D93107E,IS 3925:1980,"Standard Number: IS 3925:1980
Title: Specification for eugenol (First Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-7D8154D393083FBB,MSV1-7D8154D393083FBB,IS 5614:1980,"Standard Number: IS 5614:1980
Title: Specification for tobacco - seed oil (First Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-39B4055C05532748,MSV1-39B4055C05532748,IS 6491:1972,"Standard Number: IS 6491:1972
Title: Methods of sampling fly ash
Type: Methods of Tests
Degree of Equivalence: Indigenous"
DOC-C92EE5EBD90C01EE,MSV1-C92EE5EBD90C01EE,IS 8591:1980,"Standard Number: IS 8591:1980
Title: Specification for kokum fat (First Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-93310CFAA412510E,MSV1-93310CFAA412510E,IS 8879:1980,"Standard Number: IS 8879:1980
Title: Specification for dhupa fat (First Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-78CA7455A0C1358A,MSV1-78CA7455A0C1358A,IS 9495:1980,"Standard Number: IS 9495:1980
Title: Test for brazeability of brazing alloys
Type: Methods of Tests
Degree of Equivalence: Indigenous"
DOC-BD9F1B42AE6B6F3F,MSV1-BD9F1B42AE6B6F3F,IS 9508:1980,"Standard Number: IS 9508:1980
Title: Guide for Treatment and Disposal of Effluents of Cotton and Synthetic Textile Industry
Type: Code of Practice
Degree of Equivalence: Indigenous"
DOC-25BE1098019365FA,MSV1-25BE1098019365FA,IS 9537 (Part 1):1980,"Standard Number: IS 9537 (Part 1):1980
Title: Specification for conduits for electrical installations: Part 1 general requirements
Type: Product Specification
Degree of Equivalence: Modified/Technically Equivalent"
DOC-A0AE3124DE6DAA42,MSV1-A0AE3124DE6DAA42,IS 9575:1980,"Standard Number: IS 9575:1980
Title: Specification for Power Lawn Mower, Pedestrian - Controlled Cylinder (Reel) Type
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-4A3E67E42D8B9419,MSV1-4A3E67E42D8B9419,IS 9576:1980,"Standard Number: IS 9576:1980
Title: Guide for mill sawing of timber
Type: Code of Practice
Degree of Equivalence: Indigenous"
DOC-E84D7D7576BAF42E,MSV1-E84D7D7576BAF42E,IS 9589:1980,"Standard Number: IS 9589:1980
Title: Specification for electric lamps for railway signalling
Type: Product Specification
Degree of Equivalence: Modified/Technically Equivalent"
DOC-DBAD742B68FDD5DD,MSV1-DBAD742B68FDD5DD,IS 9603:1980,"Standard Number: IS 9603:1980
Title: Glossary of terms pertaining to textile processing
Type: Terminology
Degree of Equivalence: Indigenous"
DOC-372A3E32C73F2697,MSV1-372A3E32C73F2697,IS 9611:1980,"Standard Number: IS 9611:1980
Title: Specifications for cutting oil soluble, clear
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-F2CB2223E8A36A99,MSV1-F2CB2223E8A36A99,IS 9672:1980,"Standard Number: IS 9672:1980
Title: Dimensions for movements for wrist watch
Type: Dimensions
Degree of Equivalence: Not Equivalent"
DOC-086E7BC564675036,MSV1-086E7BC564675036,IS 9673:1980,"Standard Number: IS 9673:1980
Title: Specification for crown for wrist watch case
Type: Others
Degree of Equivalence: Indigenous"
DOC-ACEFF8BB4BE6E9F8,MSV1-ACEFF8BB4BE6E9F8,IS 9689:1980,"Standard Number: IS 9689:1980
Title: Specification for microtome knives
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-F02FDAF35B42A6DB,MSV1-F02FDAF35B42A6DB,IS 9697:1980,"Standard Number: IS 9697:1980
Title: Specification for bobbin cases for sewing machines with rotating hooks for industrial use
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-EB48C7E29ADF5A90,MSV1-EB48C7E29ADF5A90,IS 9705 (Part 1):1980,"Standard Number: IS 9705 (Part 1):1980
Title: Specification for quick release coupling for vacuum pipe lines: Part 1 screwed couplings type b
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-CD78849869EE2B04,MSV1-CD78849869EE2B04,SP 6 (Part 5):1980,"Standard Number: SP 6 (Part 5):1980
Title: Handbook for structural engineers: Part 5 cold - Formed, light gauge steel structures
Type: Others
Degree of Equivalence: Indigenous"
DOC-EE26520A979F48C9,MSV1-EE26520A979F48C9,IS 10000 (Part 4):1980,"Standard Number: IS 10000 (Part 4):1980
Title: Methods of tests for internal combustion engines: Part 4 declaration of power, efficiency, fuel consumption and lubricating oil consumption
Type: Methods of Tests
Degree of Equivalence: Indigenous"
DOC-A043392954F05CBA,MSV1-A043392954F05CBA,IS 2720 (Part 7):1980,"Standard Number: IS 2720 (Part 7):1980
Title: Methods of test for soils: Part 7 determination of water content - Dry density relation using light compaction (Second Revision)
Type: Methods of Tests
Degree of Equivalence: Indigenous"
DOC-433ACC21B7A91B1B,MSV1-433ACC21B7A91B1B,IS 10000 (Part 6):1980,"Standard Number: IS 10000 (Part 6):1980
Title: Methods of tests for internal combustion engines: Part 6 recording of test results
Type: Methods of Tests
Degree of Equivalence: Indigenous"
DOC-31BE6CFC0ED8434E,MSV1-31BE6CFC0ED8434E,IS 1574:1980,"Standard Number: IS 1574:1980
Title: Specification for glass weighing bottles (First Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-543BA45B6EE75A86,MSV1-543BA45B6EE75A86,IS 1823:1980,"Standard Number: IS 1823:1980
Title: Specification for floor door stoppers
Type: Product Specification
Degree of Equivalence: -"
DOC-2269999F3D6B0A01,MSV1-2269999F3D6B0A01,IS 1985 (Part 1):1980,"Standard Number: IS 1985 (Part 1):1980
Title: Recommended practice for preparation of iron and steel for electroplating: Part 1 high carbon steel (First Revision)
Type: Code of Practice
Degree of Equivalence: Indigenous"
DOC-E6C30FFE65F3125C,MSV1-E6C30FFE65F3125C,IS 1985 (Part 3):1980,"Standard Number: IS 1985 (Part 3):1980
Title: Recommended practice for preparation of iron and steel for electroplating: Part 3 iron castings (First Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-0FBC9BAF111E9155,MSV1-0FBC9BAF111E9155,IS 2475:1979,"Standard Number: IS 2475:1979
Title: Specification for smoked bacon (First Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-4845A34E3DF0A385,MSV1-4845A34E3DF0A385,IS 2683:1980,"Standard Number: IS 2683:1980
Title: Guide for installation of impregnation plants for timber
Type: Code of Practice
Degree of Equivalence: -"
DOC-EAB619C207DF0956,MSV1-EAB619C207DF0956,IS 3194:1980,"Standard Number: IS 3194:1980
Title: Recommended practice for cleaning metals prior to electroplating (First Revision)
Type: Code of Practice
Degree of Equivalence: Indigenous"
DOC-1284218BF0B07D59,MSV1-1284218BF0B07D59,IS 320:1980,"Standard Number: IS 320:1980
Title: Specification for high tensile brass rods and sections (Other Than Forging Stock) (Second Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-7F16CBDF07F99CA3,MSV1-7F16CBDF07F99CA3,IS 3924:1980,"Standard Number: IS 3924:1980
Title: Specification for benzyl alcohol (First Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-CB068B19CD16C124,MSV1-CB068B19CD16C124,IS 4651 (Part 5):1980,"Standard Number: IS 4651 (Part 5):1980
Title: Code of practice for planning and design of ports and harbours: Part 5 layout and functional requirements
Type: Code of Practice
Degree of Equivalence: Indigenous"
DOC-7EA32DEDB586550D,MSV1-7EA32DEDB586550D,IS 6755:1980,"Standard Number: IS 6755:1980
Title: Specification for double coil helical spring washers (First Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-220D5468CF582960,MSV1-220D5468CF582960,IS 6776:1980,"Standard Number: IS 6776:1980
Title: Specification for knurling wheels (first revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-14B836501DF65D7C,MSV1-14B836501DF65D7C,IS 9313:1979,"Standard Number: IS 9313:1979
Title: Specification for corrugated fibreboard boxes for the export packaging of glass jars and bottles filled with processed foods
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-82649779A35354C0,MSV1-82649779A35354C0,IS 9373:1979,"Standard Number: IS 9373:1979
Title: Glossary of terms relating to bakery industry
Type: Terminology
Degree of Equivalence: Indigenous"
DOC-6D7E21593EE19EE1,MSV1-6D7E21593EE19EE1,IS 9376:1979,"Standard Number: IS 9376:1979
Title: Specification for apparatus for measuring Aggregate Crushing Value and ten percent Fines Value
Type: Product Specification
Degree of Equivalence: -"
DOC-8860DA6476CE0522,MSV1-8860DA6476CE0522,IS 9399:1979,"Standard Number: IS 9399:1979
Title: Specification for apparatus for Flexural testing of Concrete
Type: Product Specification
Degree of Equivalence: -"
DOC-E491DF81ADC7B072,MSV1-E491DF81ADC7B072,IS 9448 (Part 1):1980,"Standard Number: IS 9448 (Part 1):1980
Title: Specification for marine guardrails and stanchions: Part 1 guardrails for ships
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-62EA2A60F91EFC5E,MSV1-62EA2A60F91EFC5E,IS 9448 (Part 2):1980,"Standard Number: IS 9448 (Part 2):1980
Title: Specification for marine guardrails and stanchions: Part 2 gates and portable guardrail sections for ships
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-95BA4171F5228569,MSV1-95BA4171F5228569,IS 9491:1980,"Standard Number: IS 9491:1980
Title: Specification for Mattress, Air
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-18820B1982578050,MSV1-18820B1982578050,IS 9509:1980,"Standard Number: IS 9509:1980
Title: Guide for Treatment and Disposal of Effluents of Viscose Rayon Industry
Type: Code of Practice
Degree of Equivalence: Indigenous"
DOC-99F392D09E54F80E,MSV1-99F392D09E54F80E,IS 9510:1980,"Standard Number: IS 9510:1980
Title: Specification for bitumen mastic, acid - Resisting grade
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-FE33C9A41F1A7613,MSV1-FE33C9A41F1A7613,IS 9516:1980,"Standard Number: IS 9516:1980
Title: Specification for heat resisting steels
Type: Product Specification
Degree of Equivalence: Not Equivalent"
DOC-C38F4A948385526F,MSV1-C38F4A948385526F,IS 9556:1980,"Standard Number: IS 9556:1980
Title: Code of practice for design and construction of diaphragm walls
Type: Code of Practice
Degree of Equivalence: Indigenous"
DOC-D7214118CC163179,MSV1-D7214118CC163179,IS 9562:1980,"Standard Number: IS 9562:1980
Title: Specification for non - Metal helmet for police force
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-2FDB3945C9A2FF22,MSV1-2FDB3945C9A2FF22,IS 9581:1980,"Standard Number: IS 9581:1980
Title: Safety and Operational Requirements for Pedestrian - Controlled Cylinder (Reel) Power Lawn Mowers
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-F8CC70DBB66C58AD,MSV1-F8CC70DBB66C58AD,IS 9600:1980,"Standard Number: IS 9600:1980
Title: Specification for safety matches in booklet
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-67E981D184196320,MSV1-67E981D184196320,IS 9641:1980,"Standard Number: IS 9641:1980
Title: Dimensions for lugs for wrist watch case
Type: Dimensions
Degree of Equivalence: Indigenous"
DOC-6BF43599B4382993,MSV1-6BF43599B4382993,IS 9642:1980,"Standard Number: IS 9642:1980
Title: Dimensions for case pipe for wrist watch case
Type: Dimensions
Degree of Equivalence: Indigenous"
DOC-4E13001F72894F5A,MSV1-4E13001F72894F5A,IS 9649:1980,"Standard Number: IS 9649:1980
Title: Specification for introducer, catheter, urethral
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-D7AA4B245BE840AB,MSV1-D7AA4B245BE840AB,IS 9650:1980,"Standard Number: IS 9650:1980
Title: Hook, Joseph's Pattern
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-85F9D40CB1AAB22A,MSV1-85F9D40CB1AAB22A,IS 9651:1980,"Standard Number: IS 9651:1980
Title: Clamp, Intestine Holding, Schoemaker's Pattern
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-D7A750909394DB7F,MSV1-D7A750909394DB7F,IS 9717:1980,"Standard Number: IS 9717:1980
Title: Specification for trays, impression, dental
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-1403BF00F99F90AF,MSV1-1403BF00F99F90AF,IS 1985 (Part 2):1980,"Standard Number: IS 1985 (Part 2):1980
Title: Recommended practice for preparation of iron and steel for electroplating: Part 2 low carbon steel (First Revision)
Type: Code of Practice
Degree of Equivalence: Indigenous"
DOC-99B44E43EE476594,MSV1-99B44E43EE476594,IS 10000 (Part 11):1980,"Standard Number: IS 10000 (Part 11):1980
Title: Methqds of tests for internal combustion engines: Part 11 information to be supplied by the purchaser to the manufacturer and information to be supplied by the manufacturer along with the engine
Type: Methods of Tests
Degree of Equivalence: Indigenous"
DOC-809930134EDBC612,MSV1-809930134EDBC612,IS 1066:1980,"Standard Number: IS 1066:1980
Title: Code for packing of sewing threads (first revision)
Type: Code of Practice
Degree of Equivalence: Indigenous"
DOC-F171AB24D003AD34,MSV1-F171AB24D003AD34,IS 2592:1980,"Standard Number: IS 2592:1980
Title: Specification for lamps for lighting on board ships (First Revision)
Type: Product Specification
Degree of Equivalence: Modified/Technically Equivalent"
DOC-C154DD20B85AC883,MSV1-C154DD20B85AC883,IS 3323:1980,"Standard Number: IS 3323:1980
Title: Specification for bi-pin landholders for tubular fluorescent lamps (First Revision)
Type: Product Specification
Degree of Equivalence: Modified/Technically Equivalent"
DOC-34BA47E7AFE79C60,MSV1-34BA47E7AFE79C60,IS 3347 (Part 5/Sec 2):1979,"Standard Number: IS 3347 (Part 5/Sec 2):1979
Title: Dimensions for porcelain transformer bushings for use in normal and lightly polluted atmospheres: Part 5 -36 kV bushings: Sec 2 metal parts (First Revision)
Type: Dimensions
Degree of Equivalence: Indigenous"
DOC-002D45A1FE597E37,MSV1-002D45A1FE597E37,IS 6244:1980,"Standard Number: IS 6244:1980
Title: Specification for gauging members for plain plug gauges go and no go members (Size Range Above 40 To 120 mm) (First Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-49E431328C7F096A,MSV1-49E431328C7F096A,IS 9358:1980,"Standard Number: IS 9358:1980
Title: Specification for triallate emulsifiable concentrates
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-C7075E178DAE7825,MSV1-C7075E178DAE7825,IS 9471 (Part 5):1980,"Standard Number: IS 9471 (Part 5):1980
Title: Specification for modular lower limb orthotic components: Part 5 joint unit, knee Amendment - 4
Type: -
Degree of Equivalence: Indigenous"
DOC-2658591513AD5454,MSV1-2658591513AD5454,IS 9472:1980,"Standard Number: IS 9472:1980
Title: Code of practice for laying of mosaic parquet flooring
Type: Code of Practice
Degree of Equivalence: Indigenous"
DOC-05FB8055F726F286,MSV1-05FB8055F726F286,IS 9476:1980,"Standard Number: IS 9476:1980
Title: Specification for cold-rolled steel strips for carbon steel razor blades
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-2106FF084EDDB5CC,MSV1-2106FF084EDDB5CC,IS 9488:1980,"Standard Number: IS 9488:1980
Title: Specification for edible coconut protein concentrates
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-653118585BB2EB78,MSV1-653118585BB2EB78,IS 9524:1980,"Standard Number: IS 9524:1980
Title: Recommended procedure for repair welding of steel components by aluminothermic process
Type: Code of Practice
Degree of Equivalence: Indigenous"
DOC-91DDEC6138D9EB81,MSV1-91DDEC6138D9EB81,IS 9554:1980,"Standard Number: IS 9554:1980
Title: Specifications for lubricants for open gears
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-906406253FCB9D6B,MSV1-906406253FCB9D6B,IS 9571:1980,"Standard Number: IS 9571:1980
Title: Specification for photoelectric colorimeter (Single Beam)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-A4BC63ECC6C4AEC5,MSV1-A4BC63ECC6C4AEC5,IS 9624:1980,"Standard Number: IS 9624:1980
Title: Design criteria for aircraft passenger seats and berths
Type: Dimensions
Degree of Equivalence: Indigenous"
DOC-80C1715D613CF324,MSV1-80C1715D613CF324,IS 10000 (Part 12):1980,"Standard Number: IS 10000 (Part 12):1980
Title: Methods of tests for internal combustion engines: Part 12 specimen test certificates
Type: Methods of Tests
Degree of Equivalence: Indigenous"
DOC-3B4866FEBC37C89C,MSV1-3B4866FEBC37C89C,IS 1004:1980,"Standard Number: IS 1004:1980
Title: Specification for valve grinding compound (First Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-C7F97B9B8A35E815,MSV1-C7F97B9B8A35E815,IS 10000 (Part 7):1980,"Standard Number: IS 10000 (Part 7):1980
Title: Methods of tests for internal combustion, engines: Part 7 governing tests for constant speed engines and selection of engines for use with electrical generators
Type: Methods of Tests
Degree of Equivalence: Indigenous"
DOC-071205359FA7119C,MSV1-071205359FA7119C,IS 10000 (Part 8):1980,"Standard Number: IS 10000 (Part 8):1980
Title: Methods of tests for internal combustion engines Part 8 performance tests
Type: Methods of Tests
Degree of Equivalence: Indigenous"
DOC-26C35B03163AAF3E,MSV1-26C35B03163AAF3E,IS 1312:1980,"Standard Number: IS 1312:1980
Title: Specification for methyl bromide
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-41B537F9D7646510,MSV1-41B537F9D7646510,IS 2103:1980,"Standard Number: IS 2103:1980
Title: SPECIFICATION FOR ENGINEER - SQUARES ( Second Revision )
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-A90F392A0E6B9B83,MSV1-A90F392A0E6B9B83,IS 293:1980,"Standard Number: IS 293:1980
Title: Code for seaworthy packaging of cotton yarn and cloth (third revision)
Type: Code of Practice
Degree of Equivalence: Indigenous"
DOC-BBFAD9EF9F250228,MSV1-BBFAD9EF9F250228,IS 6229:1980,"Standard Number: IS 6229:1980
Title: Method for Measurement of Real - Ear Protection of Hearing Protectors and Physical Attenuation of Earmuffs (First Revision)
Type: Methods of Tests
Degree of Equivalence: Indigenous"
DOC-E959BE2823A9C068,MSV1-E959BE2823A9C068,IS 9002 (Part 6):1980,"Standard Number: IS 9002 (Part 6):1980
Title: Specification for equipment for environmental tests for electronic and electrical items: Part 6 constant relative humidity chamber (Non - Injection Type)
Type: Methods of Tests
Degree of Equivalence: Indigenous"
DOC-6600B9B96FED8E92,MSV1-6600B9B96FED8E92,IS 9277:1979,"Standard Number: IS 9277:1979
Title: Code of Safety for Monochlorobenzene
Type: Code of Practice
Degree of Equivalence: Indigenous"
DOC-7FAE5A37B35BC975,MSV1-7FAE5A37B35BC975,IS 9278:1979,"Standard Number: IS 9278:1979
Title: Code of Safety for Zinc Phosphide
Type: Code of Practice
Degree of Equivalence: Indigenous"
DOC-B2687E543F6297BC,MSV1-B2687E543F6297BC,IS 9281 (Part 2):1979,"Standard Number: IS 9281 (Part 2):1979
Title: Specification for electronic weighing systems: Part 2 methods of measurements
Type: Methods of Tests
Degree of Equivalence: Indigenous"
DOC-7EDC7B0750BC3179,MSV1-7EDC7B0750BC3179,IS 9357:1980,"Standard Number: IS 9357:1980
Title: Specification for triallate, technical
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-9867D06E48C385A9,MSV1-9867D06E48C385A9,IS 9425:1980,"Standard Number: IS 9425:1980
Title: Specification for selenium for glass compositions
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-7B533A6399282E39,MSV1-7B533A6399282E39,IS 9461:1980,"Standard Number: IS 9461:1980
Title: Guidelines for data required for design of temporary river diversion worrs
Type: Code of Practice
Degree of Equivalence: Indigenous"
DOC-4198A0388D4AA8D3,MSV1-4198A0388D4AA8D3,IS 9485:1980,"Standard Number: IS 9485:1980
Title: Specification for cold - Reduced and hot - Rolled carbon steel sheet for porcelain enamelling
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-B4471C97B24E5CC8,MSV1-B4471C97B24E5CC8,IS 9525:1980,"Standard Number: IS 9525:1980
Title: Specification for wires for flexible card clothings
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-249BF7B7FA84E2D0,MSV1-249BF7B7FA84E2D0,IS 9618:1980,"Standard Number: IS 9618:1980
Title: Specification for road tankers for liquefied petroleum gas
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-549E6FC02CDF3E4B,MSV1-549E6FC02CDF3E4B,IS 2972 (Part 1):1979,"Standard Number: IS 2972 (Part 1):1979
Title: Specification for textile motors: Part 1 loom motors (First Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-005D26AC301C2EDD,MSV1-005D26AC301C2EDD,IS 2972 (Part 2):1979,"Standard Number: IS 2972 (Part 2):1979
Title: Specification for textile motors: Part 2 card motors (First Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-919B3F4AE104716D,MSV1-919B3F4AE104716D,IS 3006:1979,"Standard Number: IS 3006:1979
Title: Specification for chemically resistant glazed stoneware pipes and fittings (first revision)
Type: Product Specification
Degree of Equivalence: -"
DOC-B3E20E7F7070FE5D,MSV1-B3E20E7F7070FE5D,IS 3152:1980,"Standard Number: IS 3152:1980
Title: Specification for needle files (First Revision)
Type: Product Specification
Degree of Equivalence: Indigenous"
DOC-9AEED5715F821466,MSV1-9AEED5715F821466,IS 3346:1980,"Standard Number: IS 3346:1980
Title: Method for the determination of thermal conductivity of thermal insulation materials (Two Slab, Guarded Hot - Plate Method) (First Revision)
Type: Methods of Tests
Degree of Equivalence: Indigenous"
